id,nodeid,nodetype,workgroupid,username,id,name,sgender,parentprojectid,data
4140,node_11.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393862149000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862131494,""assessments"":[{""response"":{""id"":""tF3QlaJmut"",""text"":""Because these traits don\u2019t contribute to survival or chance of reproduction, allele frequencies for the traits will be very similar on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""They dont contribute to survival so both will survive and pass it on""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""Vh6HhEVsp5"",""text"":""The proportion of dominant and recessive alleles will be roughly 50 to 50%."",""autoScoreResult"":{""maxScore"":1}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862038000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393862199000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862194960,""assessments"":[{""response"":{""id"":""JHuPM5bWzA"",""text"":""The environment played an equally important role in both."",""autoScoreResult"":{""maxScore"":1}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""They dont have to do with survival ""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862149000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393862367000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862341651,""assessments"":[{""response"":{""text"":""?""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862199000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4143,node_14.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_14.al"",""visitEndTime"":1393862439000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862431946,""assessments"":[{""response"":{""id"":""gZEJdqfwGr"",""text"":""1: Played a role""},""id"":""EzKmtagRGY"",""type"":""radio""},{""response"":{""id"":""rtQhhFONnE"",""text"":""2: Played a major role""},""id"":""litJb54alj"",""type"":""radio""},{""response"":{""id"":""fmdTP5iQke"",""text"":""1: Played a role""},""id"":""nhZOGK8qpO"",""type"":""radio""},{""response"":{""id"":""LSDbBrHyyb"",""text"":""1: Played a role""},""id"":""8KJldqvorQ"",""type"":""radio""},{""response"":{""id"":""UXnAKBSSp0"",""text"":""2: Played a major role""},""id"":""w2vbawNnnh"",""type"":""radio""},{""response"":{""id"":""6ZjywbOnWY"",""text"":""2: Played a major role""},""id"":""8fiTGm2BnC"",""type"":""radio""},{""response"":{""text"":""?""},""id"":""UEW1uYNnVg"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862367000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4144,node_15.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_15.al"",""visitEndTime"":1393862656000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862645953,""assessments"":[{""response"":{""id"":""s26rNhKN4B"",""text"":""Reserve for panthers"",""autoScoreResult"":{""maxScore"":0}},""id"":""lkZj7mtwk4"",""type"":""radio""},{""response"":{""text"":""?""},""id"":""YiqdDVB0lJ"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862439000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4145,node_18.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_18.al"",""visitEndTime"":1393862750000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862727553,""assessments"":[{""response"":{""id"":""cUxo17cncv"",""text"":""The distance between each child does not affect the average distance they travel."",""autoScoreResult"":{""maxScore"":1}},""id"":""l56D2FAV3d"",""type"":""radio""},{""response"":{""text"":""They are still walking the same distance""},""id"":""7zMEOFH1Vm"",""type"":""text""},{""response"":{""id"":""uikpJ33WFB"",""text"":""At the very end of the line."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""yOlU6VfZAZ"",""type"":""radio""},{""response"":{""text"":""They will probablly walk slower so the faster people should be in front""},""id"":""AWUGamhWtt"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862656000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4146,node_19.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_19.al"",""visitEndTime"":1393862852000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862849382,""assessments"":[{""response"":{""id"":""YcfeAaEgX8"",""text"":""Path C"",""autoScoreResult"":{""maxScore"":1}},""id"":""oWovHD6c2V"",""type"":""radio""},{""response"":{""id"":""iON7GXiBl4"",""text"":""Yes he should, because it will increase his chances of reaching to the charging station."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""dOoRm2Fpm0"",""type"":""radio""},{""response"":{""text"":""If he skips over the first ehite one he will not run out of charge""},""id"":""cADFqYQTOz"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862750000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4147,node_20.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_20.al"",""visitEndTime"":1393862912000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862909226,""assessments"":[{""response"":{""id"":""aDuW5lYF3W"",""text"":""Graph D"",""autoScoreResult"":{""maxScore"":1}},""id"":""0dHlpeqkc8"",""type"":""radio""},{""response"":{""id"":""cdBPrQDfVG"",""text"":""Graph B"",""autoScoreResult"":{""maxScore"":1}},""id"":""h8mqBgvQsj"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862852000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4148,node_21.al,AssessmentListNode,6622,MartaC0701,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_21.al"",""visitEndTime"":1393988284000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393988247994,""assessments"":[{""response"":{""id"":""tTJnOIqaAU"",""text"":""It rains AND your friend passes the history final."",""autoScoreResult"":{""maxScore"":1}},""id"":""Fin0piIKWa"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393988217000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393861666000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861666705,""assessments"":[{""response"":{""id"":""uEOH6H5gM6"",""text"":""During treatment with an antibiotic, all of the bacteria gradually become more resistant to the antibiotic the more they are exposed to it.  They all survive and pass this trait to their offspring."",""autoScoreResult"":{""maxScore"":1}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":null,""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":null,""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":null,""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861555000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393861718000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861718436,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""UJtHErrwmM"",""text"":""Either the small-scale version of the house or the floor plans could be a better model depending on what model will be used for."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":null,""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861666000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393861820000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861820343,""assessments"":[{""response"":{""id"":""tcxPSi2Akc"",""text"":""In general, dominant alleles will be greater in number than recessive alleles on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":null,""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":null,""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393861766000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4141,node_12.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_12.al"",""visitEndTime"":1393861881000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861878273,""assessments"":[{""response"":{""id"":""JHuPM5bWzA"",""text"":""The environment played an equally important role in both."",""autoScoreResult"":{""maxScore"":1}},""id"":""XyKkhFGIPm"",""type"":""radio""},{""response"":{""text"":""They will adapt to what helps them survive ""},""id"":""xTsQY4z6dL"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861820000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4140,node_11.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_11.al"",""visitEndTime"":1393861928000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393861923997,""assessments"":[{""response"":{""id"":""tcxPSi2Akc"",""text"":""In general, dominant alleles will be greater in number than recessive alleles on both parts of the island."",""autoScoreResult"":{""maxScore"":1}},""id"":""jf6TONHsd2"",""type"":""radio""},{""response"":{""text"":""Dominant trumps recessive ""},""id"":""ffNUt2iyDE"",""type"":""text""},{""response"":{""id"":""gOyHhVkmZU"",""text"":""The proportion of dominant and recessive alleles will be roughly 75% to 25%."",""autoScoreResult"":{""maxScore"":1}},""id"":""etjxUgd7Z7"",""type"":""radio""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861881000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4139,node_10.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_10.al"",""visitEndTime"":1393862006000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862001151,""assessments"":[{""response"":{""id"":""Djt027FlrY"",""text"":""The average length of their tail will have decreased on one part, but not the other."",""autoScoreResult"":{""maxScore"":1}},""id"":""xuquELx0uX"",""type"":""radio""},{""response"":{""text"":""It will have helped both of them survive ""},""id"":""egXDDynYbq"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393861928000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4138,node_17.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_17.al"",""visitEndTime"":1393862054000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862054012,""assessments"":[{""response"":{""id"":""2jzlnH1uDJ"",""text"":""She cannot be absolutely certain that the real airplane will fly well in the rain unless she actually flies the real airplane in the rain."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""gHnYaEJsRx"",""type"":""radio""},{""response"":{""id"":""UJtHErrwmM"",""text"":""Either the small-scale version of the house or the floor plans could be a better model depending on what model will be used for."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""5Sl88vyECB"",""type"":""radio""},{""response"":{""id"":""UnklR5mPpK"",""text"":""It is not possible to conclude from this experiment if 60F is better than 90F for growing these plants or if one cup of water is better than two cups of water for growing these plants. "",""autoScoreResult"":{""maxScore"":0,""isCorrect"":true}},""id"":""ijwuCmUAo2"",""type"":""radio""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862006000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4137,node_0.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_0.al"",""visitEndTime"":1393862178000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862178747,""assessments"":[{""response"":{""id"":""uEOH6H5gM6"",""text"":""During treatment with an antibiotic, all of the bacteria gradually become more resistant to the antibiotic the more they are exposed to it.  They all survive and pass this trait to their offspring."",""autoScoreResult"":{""maxScore"":1}},""id"":""kyGatwL8Zy"",""type"":""radio""},{""response"":{""id"":""IgaUggyULI"",""text"":""The individual birds that already have the kind of beak that allows them to eat the seeds that are harder to crack open would be more likely to survive and reproduce."",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""bJKlnjnZ27"",""type"":""radio""},{""response"":{""id"":""u1mmkUWs6D"",""text"":""Most species living today did not exist at the time life began."",""autoScoreResult"":{""maxScore"":1,""isCorrect"":true}},""id"":""rCwfXhhb1O"",""type"":""radio""},{""response"":{""id"":""UNvqakMLEj"",""text"":""The gene pool converges and becomes more limited"",""autoScoreResult"":{""maxScore"":1,""choiceScore"":1,""isCorrect"":true}},""id"":""Ol4jrE6MXI"",""type"":""radio""},{""response"":{""text"":""If you  pick who is mating you reduce diversity \n""},""id"":""YJVWkwkdRu"",""type"":""text""}],""submit"":false,""isSubmit"":false,""type"":""assessmentlist""}],""visitStartTime"":1393862054000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
4142,node_13.al,AssessmentListNode,6617,SarahY1020,303,Evolution Pre-test - Cindy Blakeslee - Loyola Academy,1,463,"{""nodeId"":""node_13.al"",""visitEndTime"":1393862291000,""hintStates"":[],""nodeStates"":[{""timestamp"":1393862286981,""assessments"":[{""response"":{""text"":""Th change took place because the red lizards had to adapt to their new surroundings ""},""id"":""rVoKNuuAiG"",""type"":""text""}],""submit"":false,""isSubmit"":true,""locked"":true,""type"":""assessmentlist""}],""visitStartTime"":1393862196000,""nodeType"":""AssessmentListNode"",""visitPostTime"":null}"
